"시점","항공사별(1)","도착출발별(1)",운항 (편),여객 (명),화물 (톤)
"2024.06","대한항공","계",15236,2505982,146232
"2024.06","대한항공","도착",7618,1256841,73533
"2024.06","대한항공","출발",7618,1249141,72699
"2024.06","티웨이항공","계",6757,1223131,9340
"2024.06","티웨이항공","도착",3378,611662,4911
"2024.06","티웨이항공","출발",3379,611469,4429
"2024.06","이스타항공","계",3291,579817,2899
"2024.06","이스타항공","도착",1645,289927,1486
"2024.06","이스타항공","출발",1646,289890,1413
"2024.06","에어로케이항공","계",856,127271,661
"2024.06","에어로케이항공","도착",428,63910,366
"2024.06","에어로케이항공","출발",428,63361,295
"2024.06","에어프레미아","계",235,64385,3400
"2024.06","에어프레미아","도착",117,32731,1596
"2024.06","에어프레미아","출발",118,31654,1804
"2024.06","외항사","계",14748,2325872,117618
"2024.06","외항사","도착",7371,1159232,58841
"2024.06","외항사","출발",7377,1166640,58777
"2024.07","아시아나항공","계",9653,1724650,71299
"2024.07","아시아나항공","도착",4826,844138,35475
"2024.07","아시아나항공","출발",4827,880512,35824
"2024.07","에어부산","계",5614,998530,6464
"2024.07","에어부산","도착",2805,494664,3359
"2024.07","에어부산","출발",2809,503866,3105
"2024.07","에어인천","계",338,0,3833
"2024.07","에어인천","도착",168,0,2239
"2024.07","에어인천","출발",170,0,1594
"2024.07","에어서울","계",1319,255990,1673
"2024.07","에어서울","도착",660,126460,912
"2024.07","에어서울","출발",659,129530,761
"2024.07","제주항공","계",9208,1536430,13040
"2024.07","제주항공","도착",4601,758839,6724
"2024.07","제주항공","출발",4607,777591,6315
"2024.07","진에어","계",7706,1330050,10151
"2024.07","진에어","도착",3851,659541,5151
"2024.07","진에어","출발",3855,670509,5000
"2024.07","대한항공","계",15877,2528989,147594
"2024.07","대한항공","도착",7938,1244314,73276
"2024.07","대한항공","출발",7939,1284675,74318
"2024.07","티웨이항공","계",6961,1240255,9899
"2024.07","티웨이항공","도착",3477,614379,5134
"2024.07","티웨이항공","출발",3484,625876,4765
"2024.07","이스타항공","계",3516,603062,3341
"2024.07","이스타항공","도착",1756,299083,1701
"2024.07","이스타항공","출발",1760,303979,1640
"2024.07","에어로케이항공","계",899,141322,833
"2024.07","에어로케이항공","도착",449,70459,448
"2024.07","에어로케이항공","출발",450,70863,385
"2024.07","에어프레미아","계",244,68492,3209
"2024.07","에어프레미아","도착",122,32620,1340
"2024.07","에어프레미아","출발",122,35872,1869
"2024.07","외항사","계",15803,2463823,114622
"2024.07","외항사","도착",7899,1186610,56561
"2024.07","외항사","출발",7904,1277213,58060
"2024.08","아시아나항공","계",9765,1870522,70663
"2024.08","아시아나항공","도착",4882,950441,35212
"2024.08","아시아나항공","출발",4883,920081,35451
"2024.08","에어부산","계",5549,1015357,6841
"2024.08","에어부산","도착",2775,513915,3640
"2024.08","에어부산","출발",2774,501442,3200
"2024.08","에어인천","계",246,0,3037
"2024.08","에어인천","도착",124,0,1714
"2024.08","에어인천","출발",122,0,1322
"2024.08","에어서울","계",1322,252415,1759
"2024.08","에어서울","도착",661,127768,994
"2024.08","에어서울","출발",661,124647,765
"2024.08","제주항공","계",9125,1568432,12870
"2024.08","제주항공","도착",4564,793543,6836
"2024.08","제주항공","출발",4561,774889,6034
"2024.08","진에어","계",8011,1426410,11200
"2024.08","진에어","도착",4006,721630,5872
"2024.08","진에어","출발",4005,704780,5328
"2024.08","대한항공","계",16108,2698418,147275
"2024.08","대한항공","도착",8053,1376662,73204
"2024.08","대한항공","출발",8055,1321756,74071
"2024.08","티웨이항공","계",7042,1266050,10490
"2024.08","티웨이항공","도착",3523,639661,5589
"2024.08","티웨이항공","출발",3519,626389,4901
"2024.08","이스타항공","계",3762,643207,3760
"2024.08","이스타항공","도착",1881,323664,1959
"2024.08","이스타항공","출발",1881,319543,1801
"2024.08","에어로케이항공","계",913,146156,974
"2024.08","에어로케이항공","도착",457,75189,548
"2024.08","에어로케이항공","출발",456,70967,426
"2024.08","에어프레미아","계",236,65050,3060
"2024.08","에어프레미아","도착",118,31288,1211
"2024.08","에어프레미아","출발",118,33762,1850
"2024.08","외항사","계",16174,2619132,114448
"2024.08","외항사","도착",8077,1355218,58495
"2024.08","외항사","출발",8097,1263914,55953
"2024.09","아시아나항공","계",9458,1762547,70256
"2024.09","아시아나항공","도착",4729,872454,34444
"2024.09","아시아나항공","출발",4729,890093,35812
"2024.09","에어부산","계",5356,954592,6176
"2024.09","에어부산","도착",2680,474774,3196
"2024.09","에어부산","출발",2676,479818,2980
"2024.09","에어인천","계",213,0,2861
"2024.09","에어인천","도착",106,0,1536
"2024.09","에어인천","출발",107,0,1325
"2024.09","에어서울","계",1271,248232,1625
"2024.09","에어서울","도착",636,123033,862
"2024.09","에어서울","출발",635,125199,763
"2024.09","제주항공","계",8715,1448393,11369
"2024.09","제주항공","도착",4357,720971,5859
"2024.09","제주항공","출발",4358,727422,5511
"2024.09","진에어","계",7536,1293764,9880
"2024.09","진에어","도착",3769,646068,5032
"2024.09","진에어","출발",3767,647696,4848
"2024.09","대한항공","계",15688,2523346,140040
"2024.09","대한항공","도착",7845,1255820,69043
"2024.09","대한항공","출발",7843,1267526,70997
"2024.09","티웨이항공","계",6544,1139437,9218
"2024.09","티웨이항공","도착",3272,566577,4830
"2024.09","티웨이항공","출발",3272,572860,4388
"2024.09","이스타항공","계",3480,593509,3231
"2024.09","이스타항공","도착",1739,295371,1648
"2024.09","이스타항공","출발",1741,298138,1582
"2024.09","에어로케이항공","계",861,131367,769
"2024.09","에어로케이항공","도착",431,65197,412
"2024.09","에어로케이항공","출발",430,66170,356
"2024.09","에어프레미아","계",239,66156,3241
"2024.09","에어프레미아","도착",119,31972,1413
"2024.09","에어프레미아","출발",120,34184,1828
"2024.09","외항사","계",15332,2267906,111638
"2024.09","외항사","도착",7651,1158511,55973
"2024.09","외항사","출발",7681,1109395,55665
"2024.10","아시아나항공","계",9941,1921046,75843
"2024.10","아시아나항공","도착",4972,961237,37498
"2024.10","아시아나항공","출발",4969,959809,38345
"2024.10","에어부산","계",5636,1029723,7080
"2024.10","에어부산","도착",2816,516302,3699
"2024.10","에어부산","출발",2820,513421,3381
"2024.10","에어인천","계",248,0,3263
"2024.10","에어인천","도착",124,0,1685
"2024.10","에어인천","출발",124,0,1578
"2024.10","에어서울","계",1296,254970,1833
"2024.10","에어서울","도착",648,127691,1030
"2024.10","에어서울","출발",648,127279,803
"2024.10","제주항공","계",9049,1524561,12834
"2024.10","제주항공","도착",4525,766186,6693
"2024.10","제주항공","출발",4524,758375,6141
"2024.10","진에어","계",7844,1392602,11358
"2024.10","진에어","도착",3922,699133,5886
"2024.10","진에어","출발",3922,693469,5473
"2024.10","대한항공","계",16150,2710499,149250
"2024.10","대한항공","도착",8076,1360547,74018
"2024.10","대한항공","출발",8074,1349952,75232
"2024.10","티웨이항공","계",6916,1214099,10324
"2024.10","티웨이항공","도착",3459,612392,5479
"2024.10","티웨이항공","출발",3457,601707,4845
"2024.10","이스타항공","계",3775,641563,3721
"2024.10","이스타항공","도착",1890,321971,1943
"2024.10","이스타항공","출발",1885,319592,1778
"2024.10","에어로케이항공","계",913,146049,994
"2024.10","에어로케이항공","도착",457,73877,548
"2024.10","에어로케이항공","출발",456,72172,446
"2024.10","에어프레미아","계",242,64862,3302
"2024.10","에어프레미아","도착",121,32872,1412
"2024.10","에어프레미아","출발",121,31990,1890
"2024.10","외항사","계",15552,2419301,119635
"2024.10","외항사","도착",7764,1218706,58466
"2024.10","외항사","출발",7788,1200595,61169
"2024.11","아시아나항공","계",9361,1836924,80300
"2024.11","아시아나항공","도착",4678,907381,38463
"2024.11","아시아나항공","출발",4683,929543,41836
"2024.11","에어부산","계",5225,979529,6923
"2024.11","에어부산","도착",2611,486884,3568
"2024.11","에어부산","출발",2614,492645,3356
"2024.11","에어인천","계",291,0,3826
"2024.11","에어인천","도착",146,0,2077
"2024.11","에어인천","출발",145,0,1749
"2024.11","에어서울","계",1006,199636,1647
"2024.11","에어서울","도착",504,99136,891
"2024.11","에어서울","출발",502,100500,755
"2024.11","제주항공","계",8584,1485115,12059
"2024.11","제주항공","도착",4292,736222,6183
"2024.11","제주항공","출발",4292,748893,5876
"2024.11","진에어","계",6958,1260401,10619
"2024.11","진에어","도착",3478,627340,5367
"2024.11","진에어","출발",3480,633061,5252
"2024.11","대한항공","계",14969,2525705,144941
"2024.11","대한항공","도착",7479,1251521,70791
"2024.11","대한항공","출발",7490,1274184,74150
"2024.11","티웨이항공","계",6692,1228161,10359
"2024.11","티웨이항공","도착",3344,612503,5553
"2024.11","티웨이항공","출발",3348,615658,4806
"2024.11","이스타항공","계",3515,613644,3429
"2024.11","이스타항공","도착",1756,305349,1755
"2024.11","이스타항공","출발",1759,308295,1673
"2024.11","에어로케이항공","계",704,114342,787
"2024.11","에어로케이항공","도착",352,56192,425
"2024.11","에어로케이항공","출발",352,58150,363
"2024.11","에어프레미아","계",229,58199,3143
"2024.11","에어프레미아","도착",115,28582,1240
"2024.11","에어프레미아","출발",114,29617,1903
"2024.11","외항사","계",14380,2247274,118616
"2024.11","외항사","도착",7187,1103191,57646
"2024.11","외항사","출발",7193,1144083,60970
